conversation,class
걱정스러운 이번에 새로운 직장에 들어가게 됐어. 잘 적응할 수 있을지 걱정돼. 새로운 직장에서의 적응이 걱정되시는군요. 새 직장에서 업무를 잘 해낼 수 있을지 걱정이 돼. 새 직장에서의 업무가 걱정되시는군요. 어떻게 하면 적응을 잘 할 수 있을까요? 전날 푹 자고 또렷한 상태로 일에 집중해야겠어.,일반
염세적인 나보다 성적이 낮은 친구가 수능이 끝나자마자 취업해서 슬프고 억울해. 낮은 성적의 친구가 취업해서 속상하고 억울하시겠어요. 졸업하자마자 취업하려고 죽어라 공부했는데 너무 억울해. 지금 상황에서 시도해볼 수 있을만한 일이 뭐가 있을까요? 문제점을 찾아내서 다시 열심히 공부를 해야겠어.,일반
편안한 살아오면서 요즘처럼 편안한 적은 없었던 것 같아. 정말 좋으시겠어요. 어떤 면에서 그러신지 말씀해 주시겠어요? 아주 풍요롭지는 않지만 노후 준비도 나름대로는 잘되어 가고 있으니 마음이 편안해. 네 그동안 성실하게 살아오신 보상으로 지금은 편안함을 느끼고 계시다니 너무 좋은 것 같아요.,일반
조심스러운 엄마가 재혼해서 새아빠가 생겼어. 그런데 아빠라고 부르는 게 아직 너무 어려워. 새로운 가족이 생겨서 아직 적응하기가 어려우시군요. 어렵기도 하지만 그냥 그럴 마음 자체가 안 생기는 것 같아. 아직 그럴 마음이 안 생기셨군요. 앞으로 어떻게 하면 좋을까요? 그래도 피하지 않고 계속해서 대화를 나눠봐야겠어.,일반
희생된 나는 공부를 잘하지만 대학 진학을 하지 않기로 했어. 그런 결정을 하시게 된 이유가 있나요? 가정 형편이 어려워서 내 등록금을 내기가 어려울 것 같아. 가정 형편 때문에 등록금을 내지 못할 것 같아 대학 진학을 포기하셨군요.,일반
상처 식구들이 모두 바빠서 수술 후에도 혼자 지내야 하니 가족이 없는 것 같고 쓸쓸해 수술 후 가족 없이 혼자 지내야 해서 속상하시겠어요. 먹고 살기 바빠 어쩔 수 없다고 이해는 하지만 그래도 섭섭해 섭섭한 기분을 바뀌기 위해서 어떻게 하는 것이 좋을 까요? 혼자 있는 시간을 줄이고 병실 내 다른 사람들과 좀 친해져야겠어.,일반
낙담한 날 심부름시키고 괴롭히는 애들한테 이제 싫다고 말하기도 지쳤어. 괴롭히는 아이들 때문에 많이 힘들고 지치셨군요. 응 너무 힘들고 도와주는 사람도 없으니 이젠 뭐라고 말할 용기도 나지 않아. 도와줄 사람이 없어 저항할 용기조차 나지 않는 상황이군요. 지금의 상황을 변화시키기 위해 시도해볼 수 있는 일이 있나요? 이제 아무 말도 하지 않고 그냥 무시할거야. 내가 계속 무시하면 걔들도 날 포기하겠지.,일반
열등감 언제나 내 아래라고 생각했던 친구가 노후 준비를 철저히 하고 있었어. 친구분이 준비를 잘하셨나 보네요. 남들 술집 가서 돈 쓸 때 조금씩 아껴서 모았다니. 거참 부럽네. 친구분에게 부러움을 느끼고 계시는군요. 친구가 그 돈으로 언젠가 같이 여행 좀 가자고 하더라.,일반
상처 내가 건강에 대해 걱정하는데 친구가 과하다고 하네. 친구에게 건강을 과하게 걱정한다고 들으셨군요. 어떤 생각이 드셨는지 말씀해 주세요. 내 나이에 건강을 챙기는 건 당연한 거 아냐? 공감해 주기가 그렇게 어렵나? 친구가 공감해주지 않았군요. 어떻게 하면 좋을까요? 드라마 좀 보면서 잊어야겠어.,일반
두려운 요즘 아이들이 나한테 말을 안 걸어. 아이들이 내게서 멀어지는 것 같아. 자식과의 대화가 없어 걱정이 많으시겠어요. 아이들과 이렇게 지내는 게 너무 괴로워. 아이들과 친해질 방법이 있을까요? 여행을 가려고 해.,일반
슬픔 학업에 대해서 상담할 이가 없어. 가족이나 다른 아는 분은 없나요? 웅. 나는 가정이 없어. 학교 선생님께 요청드린 상황인데 잘 모르겠어. 선생님께서 그 누구보다 객관적으로 잘 상담해주실거라 신뢰해요.,일반
취약한 남편이 세상을 떠난 뒤로 나 혼자 살아야 하는데 걱정이야. 남편분이 안 계셔서 힘드시군요. 제일 걱정이 되는 건 어떤 것인지 말씀해 주시겠어요? 앞으로는 뭐든 나 혼자 결정하고 살아야 하는데 안 해봐서 잘 할 수 있을지 걱정이야. 앞으로 어머님 스스로 선택하고 결정을 해야 할 일을 잘할 수 있을지 걱정이 되는군요.  실수라도 해서 살기 어려워 지면 어떡하지?,일반
혼란스러운 내가 몸이 좀 안좋아서 병원을 갔는데 아내가 다른 남자랑 같이 있는 걸 보았어. 몸이 안좋아서 병원에 갔는데 아내가 다른 남자와 있는걸 보셨다니 너무 혼란스러우셨겠어요.  요 며칠 사이에 집에 오는 시간이 늦고 그래서 바람피는 건 아닐까 혼란스러워. 아내분이 남자와 같이 있는 모습을 봤는데 집에오는 시간도 늦어지니 바람피는건 아닐까 혼란스러우시군요.,일반
비통한 나는 불행해. 아직 책임져야 할 처자식이 있는데 벌써 이렇게 아파 버리다니. 생계를 책임지셔야 하는데 몸이 아프셔서 힘드시겠어요. 내가 아프면 우리 아이들은 누가 먹여 살리지? 상상만 해도 눈물이 나와. 아이들 생각에 눈물이 나시는군요. 어떻게 해야 지금의 어려움을 극복할 수 있을까요? 이제 술과 담배를 끊고 건강을 되찾아가야겠어. 내가 가장인데 무너질 수는 없어.,일반
노여워하는 늙으니 자식들 얼굴 보기도 힘들어. 자녀분들과 자주 못 보시나 보네요. 은퇴하고 나니 만나는 사람도 없고 할 일도 없는데 자식들 보기도 힘드네. 은퇴 이후로 여러모로 맘이 힘드시겠어요. 모든 게 내 탓이야 젊었을 때 준비를 잘했어야 하는데. 자식들과 사이도 안 좋고. 난 왜 이런 건지.,일반
버려진 친척들 모임에서 성적 이야기가 나온 후로는 부모님이 모임에 나를 데리고 가지 않으셔. 너무 속상해. 부모님이 친척 모임에 데려가지 않아 속상했군요. 조금 더 자세히 알려주시겠어요? 내가 성적이 낮아서 친척들 앞에 데려가기 부끄러운가 봐. 서럽고 눈물 나. 낮은 성적을 부모님이 부끄러워하시는 것 같아 서러우셨군요. 속상한 마음이 조금이나마 나아질 방법이 있을까요? 친구랑 전화하면서 서러운 것 좀 풀어야겠어.,일반
당황 요즘 인스타그램에 빠져서 공부를 소홀히 했더니 성적이 곤두박질쳤어. 죄책감에 미칠 것 같아. 인스타그램으로 인해 성적이 떨어져 속상하시군요. 엄마 아빠께서 아시면 엄청나게 혼날 텐데. 잘못했다고 먼저 말씀드릴까 고민 중이야. 먼저 부모님께 사실을 알리고 용서를 구할까 고민 중이시군요. 어떻게 하면 좋을까요? 부모님께 먼저 말씀드리고 용서를 구해야겠어. 안 그러면 죄책감에 정신병 걸릴 것 같아.,일반
환멸을 느끼는 직장에서 지속적인 성추행을 당하고 있지만 도와주는 사람이 아무도 없어서 힘들어. 지속적인 성추행을 당하고 있는데 아무도 도와주지 않아 정말 힘드시겠어요. 경찰에 신고하면 보복을 당할 것 같아서 고민이 돼. 경찰에 신고하면 보복을 당할까 봐 고민되시겠어요. 어떻게 하면 좋을까요? 그래도 경찰에 신고해서 가해자를 처벌받게 하고 싶어.,일반
툴툴대는 엄마는 상황도 제대로 모르고 잔소리만 해. 짜증 나! 어머니께서 어떤 상황을 오해하셨나요? 형은 지금까지 놀다가 공부하고 나는 여태까지 공부하다 쉬는 건데 뭐라고 하셔! 어머니가 상황을 잘 모르셨군요. 어떻게 하면 화가 풀리시겠어요? 엄마가 상황을 제대로 알았으면 좋겠어. 여태까지 열심히 공부했는데!,일반
고립된 정신질환이 생겨서 사람들을 만나지 않았더니 대인관계가 축소되고 있어. 대인관계의 축소 때문에 생각이 많으시겠어요. 친구들과의 모임도 모두 중단하고 집에만 틀어박혀 지내고 있어. 지금 어떻게 대처하는 것이 좋을까요? 아무래도 병원에 가서 상담을 받아볼까 봐.,일반
악의적인 더 이상 살고 싶지 않다. 삶을 포기하고 싶다고 느끼게 된 계기가 무엇인지 말씀해 주실 수 있으신가요? 만날 사람도 없고 대화 나눌 사람도 없는 내 인생을 보면 한심스럽기 그지없어. 나이가 들며 좁아지는 인간관계 때문에 허탈감을 느끼시는군요. 이런 우울함을 가족과 이야기 나누며 달랠 수 있을까요? 자식과도 사이가 좋지 않으니 어디에도 기댈 곳이 없어서 더 외로움이 사무쳐.,일반
염세적인 나이가 들수록 새로운 사람을 만나거나 새로운 일을 하는 것이 너무 힘든 것 같아. 새로운 것에 두려움이 드시는군요. 왜 그런 생각이 드세요? 새롭게 시작한다는 것이 쉬운 일이 아니고 나이 든 사람을 만난다는 것을 부담스러워할 것 같아. 나이에 대한 부담이 있으시네요. 나이가 많아질수록 어떤 변화가 있나요? 자기 이익만 생각하고 배려하지 않기 때문에 새로운 사람을 만나지 않는 것이 좋아.,일반
노여워하는 요즘 들어 방금 본 것도 기억을 못 해서 당황스러워. 기억력이 감퇴하여 당황스러웠네요. 어떤 순간부터 건망증이 심해진 걸 느끼셨나요? 올 초부터 그날 할 일이 자꾸 생각이 나지 않아. 젊어서 건강관리 안 한 내가 후회스러워. 어떤 면에서 건강관리를 잘못해서 후회되시는지요? 술도 덜 먹고 운동을 했으면 이렇게까지 되지는 않았을 걸 후회가 되네.,일반
당황 병원에 왔는데 지갑을 안 가져왔네. 지갑을 두고 오셔서 많이 당황하셨겠어요. 아니 지금 당장 병원비를 내야 되는데 지갑이 없어서 낼 수가 없어! 도움을 요청할 사람이 있을까요? 그래 우리 큰아들에게 전화를 해봐야겠네.,일반
"가난한, 불우한 요즘 인지기능이 많이 떨어진 것 같아 걱정이야. 어떤 계기로 인지기능이 떨어졌다고 알게 되었나요? 지하철 탑승 중 방향감각이 떨어진 것 같아. 그래서 걱정이 되는 군요. 집을 못 찾아 가는 건 아닌가 두려워서 정신을 차려야겠다는 생각이야.",일반
슬픔 난 신체장애로 집안일을 제대로 못해. 그래서 가족들이 집안일 때문에 자주 다퉈서 슬퍼. 몸도 불편하신데 가족이 다투는 모습을 보시면 많이 속상하시겠네요. 가족들은 자주 다투는데 매번 난 아무 역할을 할 수 없는 존재라서 더 많이 슬퍼져. 가족 간 갈등을 다 같이 풀어갈 수 있는 방법으로는 어떤 것이 있을까요? 나를 포함해 모든 가족들이 집안일을 분담해서 할 수 있도록 이야기해 봐야겠어.,일반
환멸을 느끼는 노후준비가 필요한지 모르는 사람이 있나. 지금 당장 쓸 돈이 없는데. 어떠한 일이 있으신 건지 더 상세히 이야기해주실 수 있을까요? 뉴스에서 노후 준비를 하라고 하는 걸 볼 때면 현실과는 다른 내용에 화가 나서 그래. 뉴스에서 노후 준비를 하는 내용이 현실성이 부족해서 화가 나게 하는 군요. 조금 더 나와 같은 사람에게 맞춘 내용으로 내게 도움이 되는 걸 볼 수 있으면 좋겠어.,일반
회의적인 지금 내 나이에 뭐 하러 사는지 모르겠어. 어떤 이유로 내 나이로 살아가는 것에 의문을 가지게 되셨나요? 벌써 여든이 넘었어. 무슨 소망이 있다고 살겠어. 소망이 없는 여든이라는 나이가 고민의 원인이 될 수도 있다고 생각해요. 이해해 주어서 고마워. 사는 게 힘들다.,일반
신이 난 언니가 남자 친구가 생겼다고 말해줘서 기분이 좋아. 언니 분께 남자 친구가 생겼다니 놀라고 기쁘시겠어요. 비밀이라면서 나한테만 말해줘서 기분이 좋아. 언니가 동생 분을 잘 믿는 것 같네요. 언니가 남자 친구랑 잘 지냈으면 좋겠어.,일반
분노 나보다 늦게 입사한 직원이 남자라는 이유로 승진을 했어. 어이없고 짜증 나서 일이 안 돼. 당신보다 늦게 들어온 사람이 먼저 승진하다니 화가 나시겠어요. 승진을 성별로 우대하는지 그럴 거면 여자 직원을 뽑는 건지 이해가 안 돼서 일이 손이 안 잡혀. 예전엔 이런 비슷한 상황인 경우 어떻게 해결하셨나요? 회사 상사에게 이유를 물어보고 행동했어. 이번에도 회사 상사와 이야기해봐야겠어.,일반
기쁨 우리 집은 자식들이 아무라 바빠도 한 달에 한번은 다 같이 모여서 저녁식사를 해. 자식들이 효자라 너무 행복하시겠어요. 한 달에 한번 꼬박꼬박 얼굴을 보니 내가 이 노년에도 허전하질 않아. 한 달에 한 번은 꼬박꼬박 보셔서 좋으시군요. 나야 매일매일 보고 싶지만 다들 바쁜데 별 수 있나. 이걸로 만족해야지.,일반
실망한 결혼 선물로 명품백을 갖고 싶었는데 예비 신랑이 결혼 예산이 부족해 사줄 수가 없대. 갖고 싶은 결혼 선물을 받지 못하게 되어 실망한 눈치네요. 주변 친구들이 결혼 선물로 명품백을 자랑할 때마다 너무 부러웠는데. 예비 신랑에게 너무 실망했어. 친구들의 자랑이 아주 부러웠나 봐요. 실망한 마음이 풀릴만한 방법이 있을까요? 기분이 별로일 때는 맛있는 음식을 먹는 게 최고지. 오늘 저녁에 예비 신랑한테 내가 좋아하는 참치를 먹으러 가자 해야겠어.,일반
초조한 체육 실기 평가를 기다리는데 내 차례가 가까워질수록 너무 긴장이 돼. 실기 평가 때 내 차례가 다가올수록 긴장되시겠어요. 체육 실기 연습을 많이 못해서 자신이 없어. 자신감을 갖기 위해서는 어떻게 하는 것이 좋을까요? 다음에는 연습을 많이 해서 자신감을 갖고 실기 시험에 참여해야겠어.,일반
분노 맞아. 근데 어머니는 내 맘도 모르고 왜 밤에 잠도 안자냐고 역정을 냈어. 진심을 몰라줘서 속상했겠네요. 어머니께 말씀은 드려봤나요? 아니. 나도 그냥 속상해서 도망갔어. 속상하겠네요. 기분이 조금이라도 좋아지셨으면 좋겠어요. 영어 성적이 너무 안올라서 속상해.,일반
"가난한, 불우한 꼭 이렇게 아등바등 살아야만 할까 싶고 우울하다. 돈 얘기하다 친구들과 싸웠어. 아주 속상하겠어요. 스스로 해결하기 힘든 문제는 말이라도 해서 풀어내면 좋겠어요. 그렇게 말해줘서 고마워. 어떻게든 힘내서 살아봐야지. 기분이 조금이라도 나아졌다니 다행이에요. 언제든지 어떤 이야기든지 하러 와요.",일반
외로운 내가 어릴 때 아빠가 돌아가셔서 엄마가 생활전선에 뛰어 드셨어. 그런데 요즘 엄마의 뒷모습이 외로워 보여. 아버님이 돌아가시고 어머니 혼자 생계를 꾸려 나가시느라 힘드셨겠어요. 엄마는 양말공장에 다니셨는데 부업거리를 늘 집으로 가지고 오셔서 밤늦게까지 일을 하셨어. 힘겨운 삶을 살아오신 어머니를 위해 당신이 할 수 있는 일이 무엇이 있을까요? 빨리 직장인이 되어 엄마를 기쁘게 해드리고 싶어.,일반
우울한 퇴사하고 치킨 집을 차렸는데 어째 마음과는 달리 파리만 날려서 우울해. 장사가 잘 풀리지 않아서 속상하시군요. 이럴 거면 좀 힘들어도 계속 회사를 다니는 게 나았을까 하고 자꾸 후회가 되네. 어떻게 하면 상황이 나아질 수 있을까요? 일단은 마케팅에 신경을 더 써보려고 해.,일반
염세적인 서류를 넣어도 연락 오는 데가 없으니 이대로 영영 취업하지 못할 거란 생각이 들어서 슬퍼. 취업이 생각대로 되지 않아 부정적인 생각이 들어 슬픈 거군요. 스스로도 정말 열심히 노력하는 것 같은데 성과가 없으니 계속 염세적이 되는 것 같아. 어떻게 하면 지금의 상황을 보다 낫게 만들 수 있을까요? 대학교 시절에 나를 아껴주셨던 교수님께 찾아가서 도움을 구해볼래.,일반
짜증내는 오늘 함께 저녁을 먹기로 했던 친구가 갑자기 일방적으로 약속을 취소해버렸어. 갑자기 약속이 취소되니 짜증이 났겠어요. 이번이 처음이 아니라서 더 화가 나고 짜증이 나. 나와 한 약속을 너무 쉽게 생각하는 것 같아. 그렇게 생각이 들 정도로 친구의 일방적인 행동이 반복되어서 화가 나셨군요. 이유를 물어보면 내 생각은 해주지 않는 것 같고 미안하다는 말도 제대로 이야기하지 않아.,일반
고립된 결혼해서도 직장에 다니는데 젊은 미혼 직원을 보면 삶이 여유로워 보여서 부러워. 삶이 여유로워 보이는 미혼 직원을 보면 부러우시군요. 회사는 내가 육아휴직이라도 할까 봐 일도 안 주고 능력도 낮게 평가해. 결혼하고 희망이 더 없어졌어. 회사에서 사용자님을 대하는 태도 때문에 힘드시군요. 앞으로 어떻게 하면 좋을까요? 부정적인 생각은 도움이 안 되니까 긍정적으로 생각하고 인정받도록 노력할 거야.,일반
한심한 주변 사람들에게 아무 생각 없이 했던 것들이 후회돼. 무슨 일 있으신가요? 걱정이 많아 보여요. 다른 사람들을 너무 믿어 내 돈을 다 빌려줬어. 하지만 받지도 못하고 병까지 걸렸어. 주변 사람들과 금전적 문제가 생기고 병도 얻으셨군요. 이제 어떻게 하는 게 좋을지 모르겠어.,일반
혼란스러운 이제는 정말 어쩔 줄을 모르겠네.  걱정되는 일이라도 있으세요? 당장 다음달이면 퇴직이라 자꾸 이런저런 걱정이 들어 다음 달에 퇴직을 하시는군요. 무엇이 가장 큰 걱정이세요? 몇 십 년 책상에 앉아서 회사일만 하다가 다른 일을 잘 할 수 있을지 걱정돼.,일반
환멸을 느끼는 내가 제일 믿었던 친구가 뒤통수를 쳤어. 친구가 배신해서 기분이 안 좋으시겠네요. 내가 이런 애를 친구라고 그동안 사귀었다는 것이 참 짜증 나. 친구 때문에 속상한 마음을 해소할 방안은 있나요?,일반
안도 은퇴를 하니 직장 스트레스도 안 받고 모아둔 돈으로 원하던 생활을 하고 있어서 너무 편해. 은퇴 후 스트레스도 없고 원하는 생활을 해서 기쁘시군요. 직장 생활 할 때는 스트레스가 이만 저만이 아니었는데 은퇴하길 잘했어. 직장 생활의 스트레스가 사라져서 은퇴에 만족하시는군요. 앞으로 어떤 계획이 있으신가요? 내가 원했던 생활이니까 더 즐겁게 잘 보내야지.,일반
짜증내는 오빠는 자기나 잘하지 매번 나한테 이래라 저래라 말이 많아. 오빠가 이래라 저래라 참견이 있나보네요. 어. 자기 할일이나 잘하지 왜 매번 참견인지 모르겠어. 짜증나 죽겠어. 오빠의 간섭으로 기분이 좋지 않아 보이네요.아무래도 오빠가 동생을 많이 아껴서 그런게 아닐까요? 아끼긴 무슨. 내가 만만하니깐 트집 잡는 것 같아. 잔소리 엄청나.,일반
열등감 회사 동료와 똑같이 헬스 시작했는데 왜 내 뱃살은 그대로일까? 열등감 생기네. 동료보다 뱃살이 안 빠져 속상하시군요. 동료는 허리 사이즈가 삼 인치 줄었다고 자랑하더라고. 동료분은 헬스 효과를 보셨군요. 헬스로 만족스러운 결과를 내려면 어떻게 해야 할지 생각해보셨나요? 이번엔 식단 조절과 같이해 볼 생각이야.,일반
흥분 오늘 여자 친구와 함께 먹은 음식이 정말 맛있었어. 정말 행복하셨겠네요. 어떤 음식을 드셨나요? 사람들이 잘 모르는 유명한 칼국수 집이었어. 정말 맛있었겠네요. 원래도 칼국수를 좋아하시나요? 평소 자주 먹는 음식은 아닌데 오랜만에 먹어서 그런지 더 맛있게 느껴졌어.,일반
혼란스러운 어제까지만 해도 친했던 애들이 갑자기 나를 무시해. 왜 그러는지 모르겠어. 친구들이 갑자기 무시해 너무 속상하고 혼란스러울 것 같아요. 어떻게 대처하기를 원하시나요? 왜 그러는지 물어보고 오해가 있다면 풀고 싶어. 친구들이 오해한 것은 없는지 물어볼 생각이신 군요.,일반
충격 받은 아들도 나와 같은 증상으로 같은 병원에 입원했어. 너무나 마음이 아파. 아들도 같은 증상으로 입원하게 되어 마음이 무척 아프시군요. 나야 이제 늙었지만 우리 아들까지 같은 병이라니. 마음이 무거워. 어떻게 하면 지금의 마음에서 벗어날 수 있을까요? 내가 할 수 있는 건 아무것도 없어. 미안하고 슬플 뿐이야.,일반
노여워하는 늙으니까 다 내가 싫은가 봐. 주위 사람들이 하나둘씩 점점 멀어져. 사람들과 멀어지는 것 같아서 속상하시군요. 이제 나이 들어서 몸도 안 좋으니까 나랑 있으면 칙칙해지는 것 같은가 보지. 지금 기분이 조금 나아지려면 어떻게 하는 것이 좋을까요? 차라리 혼자 티브이를 보는 것이 기분전환에 낫겠어.,일반
눈물이 나는 친구들이 내 마음을 잘 몰라줘. 너무 속상해. 친구들이 마음을 몰라줘서 속상하시군요. 어떤 일이 있었는지 알 수 있을까요?  내가 표현력이 부족해서 대화할 때마다 친구들이 오해하는 것 같아. 내 마음은 그게 아닌데. 친구들에게 진심이 전달되지 않아 고민이시군요. ,일반
당황 내 친구가 따돌림 당한 게 나 때문이라고 이야기해서 당황스러웠어. 친구가 불쑥 그런 말을 해서 당황스러우셨군요. 응 그래서 왜 그렇게 생각했는지 확인해야 할 것 같은데 그 친구가 또 상심할까봐 걱정돼. 어떻게 하면 상심하지 않게 그 친구의 생각을 들을 수 있을까요? 지속적으로 신경쓰이는 것보다는 그냥 가서 직접적으로 물어보는 게 나을 수도 있다고 여겨.,일반
상처 어제 몸살이 났는지 열이 나고 힘들더군. 몸이 아파서 힘드셨군요. 약 먹고 누워 있는데 가족들이 아무도 아는 척도 안 하고 밥 달라고 하더군. 몸이 아픈 것을 가족들이 아무도 알아주지 않아서 섭섭했군요. 누구를 위해 이렇게 열심히 살았나 하는 생각이 들더군.,일반
죄책감의 내가 아내 몰래 대출받아서 투자했다가 손실 봐서 정말 미안하게 생각하고 있어. 아내분 몰래 대출받아서 속인 게 너무 미안한가 보네요. 그렇지 그런데 손실까지 봤으니 면목이 없어. 실수를 만회할 방법이 없을까요? 아마도 쉽진 않겠지만 처음부터 다시 하는 마음으로 노력해야지.,일반
괴로워하는 난 직장에 언제 들어갈 수 있을까? 취업이 잘 되지 않아 괴로우시군요. 여러 가지 자격증도 따고 면접도 보러 다니는데 아직도 직장을 못 구했어. 열심히 노력했는데도 결과가 좋지 않아 많이 속상하시겠어요. 언제까지 이 생활을 지속해야 할지도 모르겠어. 다 불안하고 힘들어.,일반
부끄러운 새 옷을 살 돈이 없어서 기워 입은 옷이 좀 창피하네. 새 옷을 살 돈이 없어서 기워 입은 옷이 좀 부끄럽게 여겨지시는군요. 다른 노인들이 내 옷만 쳐다보는 것 같아. 다른 사람들이 옷을 계속 보는 기분이 드시는군요. 이 상황이 내겐 너무 부끄럽네.,일반
회의적인 요새 아빠가 나한테 손찌검을 하기 시작했어. 너무 무섭고 이 상황이 호전되지 않을 것 같아. 부모님의 학대에 불안감을 느끼시는군요. 너무 무서운데 아무도 도와주지 않을 것 같아서 도움 요청을 못 하겠어. 전에는 이런 상황에 어떤 식으로 대처하셨나요? 그냥 무서워서 혼자 울었어. 내가 할 수 있는 게 아무것도 없잖아.,일반
버려진 내 여자친구가 다른 남자를 만나고 있다는 걸 알게 되어 슬퍼. 여자친구가 바람 피운다는 사실을 알게 되어 슬픔을 느끼셨군요. 난 그녀를 위해 미국 유학도 포기하고 한국에 남았어. 그런데 난 버림받고 말았어. 이 상황을 해결하기 위해서는 어떻게 해야 할까요? 우선 여자친구를 만나 설득해 보려 해. 난 아직 그녀를 포기하고 싶지 않아.,일반
혐오스러운 건강이 안 좋아서 내 자신이 혐오스럽네. 건강 문제로 많이 힘드시겠어요. 내일 병원가서 검진 받으려고 해. 병원에서 검진을 통해 건강을 확인하려고 하시는군요.,일반
두려운 중학교 때 뚱뚱하다는 이유로 왕따를 당해서 그런지 대학생이 된 지금은 조금 나아졌지만 여전히 사람들이 두렵고 무서워. 학창 시절의 힘들었던 경험 때문에 여전히 사람들이 두려우시군요. 조금 나아진 데에는 어떤 계기가 있었나요? 뚱뚱하다는 말을 듣고 싶지 않아 열심히 운동하면서 건강과 자신감을 가지게 되었어. 힘겨운 가운데에도 스스로 극복하고자 노력하셨군요! 지금 본인과 같은 고민을 하는 사람이 옆에 있다면 어떤 이야기를 해주고 싶으신가요?,일반
신이 난 게이트볼을 하게 됐는데 재미있는 취미를 새로 갖게 돼서 요새 아주 즐거워. 재미있는 취미를 찾으셨다니 아주 기쁘네요. 운동도 되고 아주 좋아. 재미도 있고 운동도 된다니 금상첨화네요. 그렇지. 앞으로도 계속 하고 싶어.,일반
스트레스 받는 나는 더 바라는 게 없어서 죽고 싶다는 생각이 들어. 이 생각이 나를 불안하게 해. 마음이 불안하시군요. 죽는 생각만 하니 우울증 걸릴 거 같아. 우울증에 걸릴 것 같은 기분이군요. 이런 이야기를 누구와 나눠 보면 좋을까요? 누구와 이야기하기보단 내가 매일 몸을 좀 움직여서 잡생각을 없애야겠어. 산책을 많이 하고.,일반
질투하는 요즘 내가 정신은 하나도 없고 나 이러다 확 죽어버리는 거 아니야? 남들도 갱년기가 이런가? 요즘 자신의 모습으로 인해 갱년기가 왔다고 느껴지고 불안해지시나 봐요. 이게 갱년기인 건지. 무슨 병이 걸린 건지 알 수가 없게 머리도 심장도 막 난리야. 몸의 변화가 오면서 불안함이 커지셨나 보아요. 이러한 걱정을 어떻게 하시겠어요? 글쎄 병원을 가봐야겠지? 상담이든 치료든 받으러 애들 아빠한테 같이 가달라고 할래.,일반
환멸을 느끼는 오래 살려고 아등바등 해봤자 소용없는 것 같아. 어디가 안좋으신가요? 영양제니 보양식이니 챙겨가며 살아봤자 몸이 좋아지질 않아. 건강을 챙겼지만 좋아지지 않아 소용없다고 생각하시는군요.,일반
좌절한 집에서 독립하고 싶은데 돈이 없어서 못 나가. 난 왜 이러지. 독립하고 싶으신데 할 수 없는 상황이셔서 슬프시겠어요. 독립을 하려면 어떻게 해야 할지 모르겠어. 방법을 찾지 못해 고민이 많으시군요. 독립한 친구들이 있어. 친구들한테 연락해서 조언을 찾아야겠어.,일반
방어적인 난 옷 가게 직원이 말 건네는 게 부담스러워서 온라인 쇼핑만 해. 점원이 말을 거니 조용히 쇼핑을 못 하겠네요. 친절의 표시라고는 하더라도 어떨 땐 부담스러움을 넘어서 짜증이 나기도 하지. 부담스러운 상황이겠네요. 온라인 쇼핑이 색상이나 디자인 사이즈가 내 생각과 완전히 달라 황당하기도 하지만 마음은 편해.,일반
걱정스러운 취업 준비를 포기할래. 더는 불합격 통보에 상처받고 싶지 않아. 취업 준비를 하는 동안 많이 힘드셨군요. 힘들 때 생각나는 사람이 있나요? 항상 날 믿어주시는 엄마가 생각나. 엄마를 생각하면 다시 도전해야겠지? 힘들 때 어머님이 떠오르는군요. 엄마는 가장 든든한 나의 지원군이거든.,일반
두려운 불안증세가 심해지고 나이가 먹으면서 체력도 안 좋아지고 일을 그만둬야 할 것 같아. 정신적으로나 체력적으로나 많이 힘든 상황을 겪고 계시는군요. 일을 그만두고 집에만 있기엔 돈이 없는데 그 이후엔 어떻게 살지 긴장되고 막막하네. 이전에 비슷한 경험이 있을 땐 어떻게 극복하셨나요? 노인복지센터에 가서 상담사와 이야기를 나눠보고 다른 직종으로 구직할 수 있는지 물어봐야겠어.,일반
당황 고등학교에 올라오니 중학교 때보다 수업이 갑자기 어려워져서 당황스러워. 고등학교 수업이 중학교 때와는 다르게 갑자기 어려워서 당황스러우시군요. 아직 학기 초인데 내가 수업에 잘 따라갈 수 있을지 걱정돼. 이 상황에서 할 수 있는 게 어떤 것이 있을까요? 중학교 수업을 들을 때보다 훨씬 더 열심히 할 거야.,일반
외로운 급하게 돈을 빌려야 하는데 아무도 내 전화를 받지 않아서 외롭고 힘들어. 돈이 필요한데 아무도 전화를 받지 않아서 힘드시겠어요. 내가 주위 사람들한테 이것밖에 안되나 싶어서 너무 속상해. 많이 속상하시겠어요. 이 상황에서 할 수 있는 게 어떤 것이 있을까요? 모르겠어. 내가 할 수 있는 게 없어서 그냥 술이나 마시고 싶어.,일반
염세적인 동생이고 뭐고 다 부질없는 것 같아. 동생분과 무슨 일이 있으셨나요? 조금 더 자세히 듣고 싶어요. 동생이 나 군대 간 사이에 내 기타를 팔았어. 동생 용돈도 주고 그랬는데 다 부질없다. 동생이 기타를 판 사실을 알게 되었을 때 기분이 어떠셨나요? 세상 사람들은 물론이고 친동생한테도 잘해줄 필요 없다고 느꼈어. 너무 서운해.,일반
