idx,class,conversation
221, 일반, "최근에 구매한 에어프라이어 어때? 정말 편리해. 기름 없이 요리할 수 있어서 좋아. 어떤 요리 주로 해? 치킨이나 감자튀김 많이 해. 세척은 쉬워? 응, 논스틱 코팅이라 간단해. 용량은 적당해? 222인 가족 기준으로 딱 좋아. 나도 살까 고민 중인데 추천해?"

222, 일반, "베개 바꿨다며? 응, 메모리폼 베개로 바꿨어. 목 통증은 좀 나아졌어? 확실히 편해졌어. 처음엔 좀 높다고 느꼈는데 적응되니 좋아. 세탁은 어떻게 해? 커버만 분리해서 빨 수 있어. 나도 바꿔야 할 것 같은데 어디서 샀어?"

223, 일반, "옷장 정리 어떻게 하고 있어? 요즘 수납함 활용하고 있어. 어떤 걸로 샀어? 투명한 플라스틱 수납함으로 샀어. 효과 있어? 응, 옷 종류별로 구분하기 좋아. 공간도 많이 절약되고. 스타일별로 나눴어? 응, 그리고 계절별로도 구분했어. 나도 해봐야겠다."

224, 일반, "최근에 구입한 전기포트 어때? 온도 조절 기능이 있어서 편리해. 어떤 용도로 주로 써? 차 마실 때 온도 맞추기 좋아. 물 끓이는 시간은 어때? 생각보다 빨라. 소음은 어느 정도야? 조용한 편이야. 청소는 쉬워? 내부가 넓어서 손 넣기 편해. 나도 하나 사야겠어."

225, 일반, "화분 관리 어떻게 하고 있어? 요즘 자동 급수 장치 사용 중이야. 효과 있어? 응, 여행 갈 때도 안심이 돼. 설치는 어렵지 않았어? 간단해, 화분에 꽂기만 하면 돼. 어떤 식물에 사용 중이야? 관엽식물이랑 허브에 주로 써. 나도 필요할 것 같은데 어디서 구매했어?"

226, 일반, "최근에 설치한 블라인드 어때? 암막 효과가 좋아서 만족해. 설치는 어렵지 않았어? 생각보다 간단했어, 도구도 같이 줬고. 먼지가 많이 끼진 않아? 정전기 방지 처리돼서 괜찮아. 세탁은 어떻게 해? 분리해서 손세탁 가능해. 나도 교체해야 하는데 어디서 샀어?"

227, 일반, "주방 후드 청소 어떻게 해? 요즘 베이킹소다로 하고 있어. 효과 있어? 기름때가 잘 제거돼. 냄새는 어때? 확실히 좋아졌어. 자주 하는 편이야? 한 달에 한 번 정도. 오래 걸리진 않아? 228분 정도면 충분해. 나도 해봐야겠다, 방법 좀 자세히 알려줘."

228, 일반, "새로 산 전기면도기 성능 어때? 피부 자극이 적어서 좋아. 배터리는 오래가? 한 번 충전으로 229주 정도 써. 세척은 편해? 방수라 물에 헹구기만 해도 돼. 여행갈 때 들고 다니기는 어때? 가벼워서 휴대하기 좋아. 나도 살까 고민 중인데 추천해?"

229, 일반, "옷 건조대 새로 샀다며? 응, 접이식으로 샀어. 공간 활용도가 좋아? 응, 사용 후 접어두면 공간 차지를 거의 안 해. 튼튼해? 생각보다 견고해, 무거운 옷도 잘 걸려. 옷 마르는 속도는 어때? 통풍이 잘 돼서 빨리 마르더라. 어디서 구매했어? 나도 필요한데."

230, 일반, "새로 산 스탠드 조명 어때? LED라 눈의 피로가 덜해. 밝기 조절 돼? 응, 231단계로 조절 가능해. 전기세는 많이 안 나오겠다. 맞아, 소비전력이 낮아. 디자인은 마음에 들어? 심플해서 어디에나 잘 어울려. 나도 책상용으로 하나 사려고 하는데 추천해?"

231, 일반, "너의 집에서 가장 좋아하는 공간은 어디야? 나는 거실이 제일 좋아. 가족과 함께 시간을 보낼 수 있어서. 나도 거실이 좋아! 편안한 느낌이 들어."

232, 일반, "최근에 어떤 생활용품을 새로 샀어? 나는 새로운 커피 머신을 샀어. 아침마다 신선한 커피를 마시는 게 정말 좋아. 나도 커피 머신 사고 싶어!"

233, 일반, "집을 꾸밀 때 가장 중요하게 생각하는 요소는 뭐야? 나는 색감이 정말 중요하다고 생각해. 분위기를 좌우하니까. 맞아, 색상이 집의 느낌을 많이 바꿔!"

234, 일반, "너의 방을 어떻게 꾸며놨는지 보여줄 수 있어? 나는 벽에 사진을 많이 붙여놨어. 추억을 간직하고 싶어서. 나도 사진을 많이 걸어두고 싶어!"

235, 일반, "생활용품 중에서 가장 유용한 건 뭐라고 생각해? 나는 다용도 청소기가 정말 유용하다고 생각해. 여러 용도로 쓸 수 있어서 좋아. 나도 그거 정말 필요해!"

236, 일반, "주방에서 가장 좋아하는 도구는 뭐야? 나는 좋은 칼이 정말 중요하다고 생각해. 요리할 때 편리하니까. 맞아, 좋은 칼이 요리를 쉽게 만들어줘!"

237, 일반, "너의 집에서 가장 아끼는 물건은 뭐야? 나는 할머니가 주신 도자기 그릇을 아끼고 있어. 특별한 의미가 있어서. 나도 그런 물건이 있어!"

238, 일반, "집에서 가장 많이 사용하는 가전제품은 뭐야? 나는 세탁기가 제일 많이 사용해. 매일 세탁해야 하니까. 나도 세탁기가 필수야!"

239, 일반, "생활용품을 구매할 때 가장 중요하게 생각하는 점은 뭐야? 나는 품질이 가장 중요하다고 생각해. 오래 사용할 수 있어야 하니까. 맞아, 품질이 중요해!"

240, 일반, "너의 집에서 가장 좋아하는 향기는 뭐야? 나는 라벤더 향이 정말 좋아. 편안한 느낌을 줘서. 나도 라벤더 향을 좋아해!"

241, 일반, "집을 청소할 때 가장 싫어하는 부분은 뭐야? 나는 화장실 청소가 제일 힘들어. 항상 신경 써야 하니까. 나도 화장실 청소가 힘들어!"

242, 일반, "너의 방에 어떤 식물 키우고 있어? 나는 공기 정화 식물을 몇 개 키우고 있어. 집안 공기가 좋아지는 것 같아. 나도 식물 키우고 싶어!"

243, 일반, "주방에서 가장 좋아하는 요리는 뭐야? 나는 파스타를 자주 만들어. 간단하면서도 맛있어서 좋아. 나도 파스타 좋아해!"

244, 일반, "집에서 가장 좋아하는 취미는 뭐야? 나는 DIY를 정말 좋아해. 집을 꾸미는 재미가 있어. 나도 DIY 프로젝트 해보고 싶어!"

245, 일반, "너의 집에서 가장 좋아하는 조명은 뭐야? 나는 따뜻한 색의 조명이 좋아. 아늑한 분위기를 만들어줘. 맞아, 조명이 분위기를 많이 바꿔!"

246, 일반, "생활용품 중에서 꼭 필요한 것과 불필요한 것의 차이는 뭐라고 생각해? 꼭 필요한 건 일상에서 자주 사용하는 것 같아. 맞아, 불필요한 건 그냥 공간만 차지하지."

247, 일반, "너의 집에서 가장 좋아하는 가구는 뭐야? 나는 소파가 제일 좋아. 편안하게 쉴 수 있어서. 나도 소파가 제일 편해!"

248, 일반, "주방에서 가장 많이 사용하는 조리 도구는 뭐야? 나는 후라이팬을 자주 사용해. 다양한 요리를 할 수 있어서 좋아. 맞아, 후라이팬이 필수지!"

249, 일반, "너의 집에서 가장 좋아하는 색상은 뭐야? 나는 파란색이 좋아. 차분한 느낌이 들어서. 나도 파란색을 좋아해!"

250, 일반, "생활용품을 정리할 때 가장 유용한 팁이 있어? 나는 카테고리별로 정리하는 게 좋다고 생각해. 찾기 쉬워지니까. 맞아, 정리정돈이 중요해!"
