idx,class,conversation
144,일반,여보 우리 이번 주말에 조류 관찰하러 갈까요? 조류 관찰이요? 갑자기 그런 생각을 하게 된 이유가 있나요? 최근에 새들의 중요성에 대해 읽었거든요 생태계 균형에 큰 역할을 한대요 그렇군요 어디로 가면 좋을까요? 근처 습지공원이 좋대요 철새들도 볼 수 있을 거예요 재미있겠네요 준비물은 뭐가 필요할까요? 쌍안경이랑 필드 노트 정도면 될 것 같아요 좋아요 그럼 이번 주말에 가보죠 새로운 경험이 될 것 같아요
145,일반,길에 고양이가 많아진 거 같지 않아? 맞아 길고양이들이 점점 늘어나고 있어 근데 사람들이 밥은 주는데 중성화는 안 해서 그래 TNR(중성화 후 방사) 같은 정책이 더 확대돼야 할 거 같아 응 그래야 길고양이 개체 수도 조절되고 애들도 건강하게 살 수 있지 근데 아직 예산이 부족해서 어렵다더라 그래도 시민들이 관심 가지면 더 나아지지 않을까? 맞아 우리도 봉사활동 같은 거 찾아보자
146,일반,이번에 친환경 세제로 바꿨다며? 응 미세플라스틱 때문에 바꿨어. 효과는 어때? 생각보다 깨끗하게 잘 닦여. 거품은 좀 적은데 괜찮아? 응 적응하니까 괜찮아. 향은 어때? 인공향이 없어서 좋아. 가격은 좀 비싸지 않아? 조금 비싸긴 한데 환경을 생각하면 괜찮아. 나도 한번 써볼까? 추천해. 강과 바다를 지키는 데 도움될 거야.
147,일반,페럿 아니면 친칠라 중에 뭐가 더 좋아? 난 페럿이 더 좋아. 활발하고 장난기 많아서. 그래? 난 친칠라가 더 귀여운 것 같던데. 친칠라도 매력 있지. 털이 보들보들하잖아. 맞아 그건 인정. 근데 페럿이 더 영리하대. 아 그렇구나. 둘 다 키우기 쉬워? 둘 다 나름의 특별한 관리가 필요해. 온도나 습도에 민감하고. 그렇구나. 키우려면 공부 많이 해야겠다.
148,일반,너 얼마 전에 반딧불이 축제 갔다며? 어땠어? 응 정말 아름다웠어 밤하늘의 별 같았지 와 부럽다 근데 반딧불이가 많이 줄었다던데 맞아 환경오염 때문에 서식지가 줄어들고 있대 그렇구나 반딧불이는 왜 중요한 거야? 반딧불이는 생태계의 건강 상태를 알려주는 지표 생물이래 그리고 해충을 잡아먹어서 생태계 균형에도 도움을 준대 몰랐네 반딧불이를 보호하는 게 정말 중요하겠다 맞아 우리 동네에도 반딧불이가 살 수 있는 환경을 만들어보면 어떨까
149,일반,요즘 전기세 너무 많이 나오는 거 같아. 맞아 나도 그렇더라고. 어떻게 좀 절약할 방법 없을까? 음... LED 전구로 바꾸는 건 어때? 아 그거 좋은 생각이네. 확실히 에너지 효율이 좋다고 하더라. 그리고 사용하지 않는 전자기기 플러그도 뽑아두면 좋대. 오 그것도 도움 될 것 같아. 한번 실천해봐야겠다.
150,일반,여보 이번 휴가 때 산호초 다이빙은 어때요 좋은데? 친구가 저번에 괌에 갔는데 산호초 엄청 이쁘다고 하더라고 우린 필리핀으로 가니깐 그 지역 관광코스를 확인해봐야겠네요 나도 찾아볼테니깐 당신도 찾아볼래? 네 호텔에서 가까운지도 확인해볼께요. 좋아
151,일반,현우야 너 요즘 친환경 식품 산다며? 어 맞아 유기농 제품 위주로 사고 있어 맛은 어때? 가격 때문에 망설여지던데 처음엔 좀 비싸다고 생각했는데 건강에 좋고 맛도 괜찮아 그래? 어떤 제품 추천해줄 수 있어? 유기농 계란이랑 현미 추천해 건강에도 좋고 환경에도 이로우니까 좋네 나도 다음부터 그렇게 사볼게
152,일반,너희 집 보일러 뭐 써? 우리 집은 기름보일러 쓰는데 기름값이 자꾸 올라서 고민이야. 아 우리 집은 작년에 전기보일러로 바꿨어. 전기보일러? 어때? 괜찮아? 응 꽤 괜찮아. 에너지 효율도 좋고 관리도 편해. 근데 초기 설치비용이 좀 들긴 했어. 음 그렇구나. 나도 한번 알아봐야겠다. 전기세는 많이 나오지 않아?
153,일반,"제주도 갔을 때 돌고래 본 적 있어? 어, 배 타고 가다가 멀리서 봤어! 와, 부럽다. 근데 돌고래 관광 산업도 논란이 많대. 맞아. 스트레스 받아서 건강이 나빠질 수도 있대. 그래서 요즘은 일정 거리 이상 접근 못 하게 규정도 생겼다더라."
154,일반,최근에 식물 심는 재미를 알았어. 어떤 식물 심었어? 나는 선인장과 다육이를 심었어. 물주기도 간편하고 귀여워서 좋아. 선인장 잘 키우려면 햇빛 많이 받아야 하지 않아? 맞아! 햇빛 잘 드는 곳에 두니까 잘 자라는 것 같아. 나도 한번 도전해볼까?
155,일반,우리 동네 하천에 왜 물고기가 줄었을까? 음… 오염 때문 아닐까? 맞아. 예전보다 물이 탁해진 것 같아. 하천 정화 활동이라도 해야겠네.
156,일반,요즘 제로웨이스트 카페 가봤어? 어 맞아 거기 텀블러 가져가면 할인해준대 진짜? 나도 한번 가봐야겠다 우리 주말에 같이 갈래? 좋아 가자 근데 텀블러 없는데 어떡하지? 걱정 마 내가 하나 빌려줄게 고마워 이참에 나도 하나 사야겠어
157,일반,너희 집 에너지 효율등급 몇 등급이야? 잘 모르겠어. 확인해 본 적 없어. 한번 확인해 봐. 등급 높으면 전기세 덜 나온대. 아 그래? 어떻게 확인해? 에너지공단 홈페이지에서 볼 수 있어. 고마워 알려줘서. 이번 기회에 확인해봐야겠다. 그리고 LED 전구로 바꾸는 것도 좋아. 오 그것도 해야겠다. 에너지 절약하면 환경에도 좋고 돈도 아끼고 좋네.
158,일반,실내 공기가 안 좋은 것 같아서 공기 정화 식물을 좀 들여놓으려고 해. 좋은 생각이야. 어떤 식물을 생각하고 있어? 스파티필럼이나 산세베리아가 좋다고 하더라고. 맞아 그 식물들이 공기 정화에 효과적이래. 게다가 관리하기도 쉽고. 그럼 이번 주말에 같이 화원에 가볼까? 좋아 가서 몇 개 골라보자.
159,일반,요즘 도시 재생 프로젝트에서 생태 복원을 많이 한다면서요? 네 맞아요. 도시의 자연성을 회복하려는 노력이 많아졌어요. 어떤 식으로 하는 거예요? 하천을 복원하고 도심 속 작은 숲을 만드는 식이에요. 그렇군요. 환경도 좋아지고 시민들의 삶의 질도 높아질 것 같아요. 맞아요. 도시와 자연의 조화를 위해 노력하는 거죠. 앞으로 우리 동네도 그런 프로젝트가 생기면 좋겠어요. 네 맞아요. 우리도 관심을 가지고 참여해봐요.
160,일반,요즘 스마트홈 시스템 쓰는 사람 많더라. 너도 써? 응 나 얼마 전에 설치했어. 어때? 편해? 응 되게 편해. 특히 에너지 관리하기 좋아. 오 그래? 어떤 점이 좋아? 전기 사용량을 실시간으로 체크할 수 있고 불필요한 전력 소비도 자동으로 차단해줘. 와 그거 좋다. 설치비용은 많이 들어? 생각보다 안 비싸. 한번 알아보는 게 어때?
161,일반,이번 주말에 뭐해? 산에 가려고 등산이 요즘 트렌드던데 맞아 근데 등산하면서 쓰레기 안 버리고 잘 가져오는 게 중요해 그러게 말이야 자연을 보호하는 건 우리의 책임이지
162,일반,언니 이번에 제주도 가서 해녀 체험한다면서 응 그래 너무 기대돼 해녀 문화가 사라져가고 있다던데 맞아 그래서 더 의미 있는 체험이 될 것 같아 바다 속은 어떨지 궁금하다 물이 맑아서 아름다울 거래 근데 쓰레기도 많다고 하더라 그래 우리가 바다를 더 소중히 여겨야 할 것 같아 맞아 체험하고 나면 바다를 보는 시각이 달라질 것 같아
163,일반,"이번에 해양 정화 봉사활동 모집하던데, 관심 있어? 오! 나 해보고 싶어. 언제야? 다음 달 첫째 주야. 배 타고 나가서 쓰레기 줍는 거래. 완전 의미 있겠다. 신청하자!"
164,일반,친구야 내일 소나기 온대 우산 챙겨가야겠다 근데 요즘 날씨가 왜 이렇게 오락가락하지? 기후변화 때문이래 갑자기 비 왔다가 맑았다가 그러게 일기예보 맞추기도 힘들겠어 그래도 우산은 항상 챙기는 게 좋겠다
165,일반,"집에 화분을 하나 들여볼까 생각 중이야. 어떤 식물 키워볼 생각이야? 공기 정화에 좋은 스파트필름이나 몬스테라 어때? 괜찮네! 근데 식물 키우는 게 어렵지 않을까? 물만 잘 주면 돼! 대신 과습은 피해야 해. 빛도 잘 맞춰줘야 한다던데? 응, 반그늘이 좋은 식물도 있고, 햇빛이 필요한 식물도 있으니까 알아보고 고르면 될 거야."
166,일반,여보 우리 집 정수기 필터 언제 바꿨더라 음 3개월 전쯤이었던 것 같은데 왜 물맛이 좀 이상한가 그래 주기적으로 바꿔줘야 하는데 깜빡했네 내일 AS 신청해야겠어 그래요 깨끗한 물 마시는 게 건강에 중요하니까요 맞아요 앞으로 달력에 체크해두고 정기적으로 관리해요 좋은 생각이에요 건강을 위해서라면 꼭 필요한 일이죠
167,일반,요즘 베란다에 작은 텃밭을 만들었어요. 와 정말요? 어떤 채소를 키우고 계세요? 상추랑 방울토마토를 심었어요. 생각보다 잘 자라더라고요. 직접 기른 채소로 요리하면 정말 맛있겠어요. 맞아요 신선하고 안전한 채소를 먹을 수 있어 좋아요. 텃밭 가꾸는 게 힘들진 않으세요? 조금 귀찮기는 해도 보람차요. 식물이 자라는 걸 보면 힐링이 돼요.
168,일반,"너희 강아지 요즘 건강 어때? 응, 잘 지내는데 요즘 털이 많이 빠지는 것 같아. 혹시 알레르기 있는 거 아니야? 그런가? 사료를 바꿔봐야 하나 고민 중이야. 한 번 병원 가서 검사 받아보는 것도 좋을 듯. 맞아. 예방접종도 해야 해서 조만간 가보려구. 반려동물도 건강관리 잘해야 오래 같이 지낼 수 있잖아. 응. 그래서 나도 공부하면서 더 신경 써보려구."
169,일반,우리 동네에서 재활용 캠페인 한다던데 참여할래? 오~ 재활용은 꼭 해야 하는 일이니까 참여해야지! 어떤 방식으로 진행되는지 알아? 쓰레기를 분리 배출하는 방법을 알려주는 프로그램이라고 하더라고.
170,일반,이번 여름휴가는 어디 갈 계획 있어? 나는 바다 가려고 해. 시원한 바닷바람 쐬고 싶어서. 아~ 좋겠다! 나는 산으로 가려고 해. 시원한 계곡 물소리 듣고 싶어서. 둘 다 매력적이다! 바다에서는 수영하고 산에서는 하이킹하면 좋겠네. 그렇지? 자연 속에서의 휴식은 최고니까!
171,일반,너 물고기 키워본 적 있어? 응 어렸을 때 금붕어 키웠었어. 오 그래? 난 열대어 키우는 거 관심 있어. 열대어? 좀 어렵지 않아? 그래서 공부 중이야. 수조 관리가 중요하대. 아 그렇구나. 근데 열대어가 예쁘긴 하더라. 맞아 색깔이 화려하고 보는 것만으로도 힐링돼. 그럼 열대어 키우기로 결심했어? 응 이번 주말에 아쿠아리움 가서 좀 더 알아보려고.
172,일반,요즘 대기 오염이 심각해서 야외 활동하기가 꺼려져 나도 그래 특히 아이들 건강이 걱정돼 맞아 학교에서도 미세먼지 농도 보고 야외수업 여부 결정한대 그나마 다행이네 우리도 미세먼지 앱 설치해서 수시로 체크해야겠어
173,일반,요즘 지열 냉난방 시스템 많이 쓴다던데 들어봤어? 응 들어봤어. 친환경적이라고 하더라. 맞아 초기 설치비용은 좀 들지만 장기적으로 보면 이득이래. 근데 우리 같은 아파트에서도 할 수 있나? 음... 그건 좀 어려울 것 같아. 주로 단독주택이나 큰 건물에서 많이 쓰지. 아 그렇구나. 아쉽다. 다음에 이사갈 때 고려해봐야겠다.
174,일반,여보 우리 집에 반려동물 키워볼까요? 갑자기 그런 생각을 하게 된 이유가 있어? 요즘 좀 외롭기도 하고 생명에 대한 책임감을 배우고 싶어서요 그렇구나 어떤 동물을 생각하고 있어? 음 고양이나 소형견은 어떨까요? 좋은 생각이야 하지만 입양하기 전에 잘 알아보고 준비해야 할 거야 네 맞아요 동물보호소에서 입양하는 것도 좋을 것 같아요 좋은 생각이야 함께 알아보고 준비해보자
175,일반,해 질 녘 하늘 봤어? 완전 핑크빛이야 응 정말 예쁘다 노을 보는 거 너무 좋아 그러게 가끔은 자연을 감상하는 것도 힐링이야 맞아 일몰 시간 찾아서 더 자주 보러 가자 좋아!
176,일반,"너네 집 난방 뭐 써? 우리 집은 가스 보일러 쓰는데, 전기장판도 같이 써. 전기장판 좋지, 난방비 절약도 되고. 맞아, 근데 너무 오래 켜두면 건조해서 가습기 같이 써야 해. 그렇지, 가습기 안 쓰면 피부도 건조해지잖아. 그래서 요즘은 공기청정기랑 가습기 일체형도 많이 쓰더라. 오, 그거 괜찮겠다. 나도 알아봐야겠어."
177,일반,너 저번에 간 제주도 어땠어? 좋았어. 특히 성산일출봉이 인상적이더라. 거기 화산 분화구 맞지? 응 측면에서 보면 완전 성 같애. 용암이 식으면서 그렇게 됐대. 와 신기하다. 주상절리도 봤어? 응 대포동 주상절리 갔었어. 기둥 모양 바위 말이지? 맞아 바다랑 어우러져서 장관이야.
178,일반,여보세요 네 ○○환경운동연합입니다 안녕하세요 이번에 하는 강 살리기 캠페인에 참여하고 싶은데요 네 환영합니다 어떤 활동에 관심 있으세요 수질 모니터링이나 정화활동에 참여하고 싶어요 좋습니다 이번 주 토요일에 활동이 있는데 참여 가능하세요 네 가능합니다 몇 시부터인가요 오전 9시부터 12시까지예요 장소는 어디인가요 ○○천 둔치에서 모입니다 네 알겠습니다 참여하겠습니다
179,일반,어제 비 많이 왔지? 응 밤새 창문에 빗소리 들리더라 나도 비 오는 날은 차분해져서 좋아 근데 너무 많이 오면 홍수 걱정돼 맞아 최근에는 기후 변화로 갑자기 폭우가 내리는 경우도 많잖아 응 그래서 배수시설도 잘 관리해야 할 것 같아 그리고 비 올 때는 운전 조심해야 해 맞아 도로가 미끄러워서 사고 위험이 크지
180,일반,"집 앞 화단에 꽃 심는 행사 있대. 우리도 참여할까? 좋아! 무슨 꽃 심을까? 튤립이랑 팬지도 있던데? 색깔이 알록달록해서 예쁠 것 같아. 맞아, 봄이 되면 진짜 예쁘게 필 거야. 그럼 언제 모이기로 했어? 이번 주 토요일 오전이래. 그럼 그때 만나자!"
181,일반,과장님 이번 신제품 포장재 재질 좀 바꿔보는 게 어떨까요 어떤 점에서요 친환경 소재로 바꾸면 환경에도 좋고 회사 이미지에도 도움될 것 같아서요 좋은 생각입니다 구체적으로 어떤 재질을 고려하고 있나요 생분해성 플라스틱이나 재활용 종이를 생각하고 있어요 비용은 어떻게 되나요 기존보다 조금 올라가긴 하지만 장기적으론 이득일 거예요 알겠습니다 기획안 작성해서 보고해주세요
182,일반,이번 달부터 우리 회사가 재택근무 시행한대. 오 그래? 좋겠다. 응 출퇴근 시간도 아낄 수 있고 에너지 절약에도 도움 될 것 같아. 맞아. 사무실 전기세도 절약되겠지. 그렇지. 근데 집에서 일하면 전기세가 더 나오지 않을까? 음... 그것도 그렇네. 효율적으로 에너지 사용하는 방법을 찾아봐야겠어. 응 같이 연구해보자.
183,일반,최근에 환경 관련 다큐멘터리를 봤는데 정말 충격적이었어 어떤 내용인데? 플라스틱 오염 문제를 다루더라 바다 생물들이 플라스틱을 먹고 죽는 장면이 나오는데 너무 슬펐어 아이고... 그런 일이 실제로 많이 발생하고 있지 맞아 그래서 일회용품 사용 줄이는 게 정말 중요하다고 느꼈어 나부터 실천해야겠다
184,일반,여보세요 네 환경운동연합입니다 안녕하세요 자원봉사 문의 드리려고요 네 어떤 활동에 관심 있으세요 해양 정화 활동에 참여하고 싶어요 좋습니다 이번 주 토요일에 활동이 있어요 참여 가능하세요 네 가능합니다 몇 시부터인가요 오전 9시부터 오후 1시까지예요 장소는 어디인가요 부산 해운대 해수욕장입니다 자세한 집결 장소는 문자로 보내드릴게요 네 알겠습니다 감사합니다
185,일반,고양이 키우지? 응 우리 집에 고양이 두 마리 있어. 와 부럽다. 나도 키우고 싶은데 엄마가 반대하셔. 아 그렇구나. 설득해봐. 고양이는 강아지보다 손이 덜 간다고. 정말? 그럼 한번 말씀드려볼게. 응 그래. 우리 고양이들은 알아서 잘 놀고 화장실도 잘 가. 와 좋네. 근데 털은 많이 빠져? 그건 좀 있지. 하지만 정기적으로 빗질해주면 괜찮아. 알겠어 고마워. 나도 곧 고양이 집사가 될 수 있겠다!
186,일반,요즘 대기오염 때문에 환기하기가 겁나 그러게 언제 환기해야 할지 모르겠어 미세먼지 농도 낮은 시간대를 골라서 해야 한대 아침이나 저녁이 좋다던데 그렇구나 앱으로 체크하면서 해야겠다
187,일반,오늘 하늘 엄청 맑다 구름 한 점 없어 그러게 근데 이런 날씨가 계속되면 가뭄 올까봐 걱정돼 맞아 비도 적당히 와야 농작물도 잘 자라고 그러는데 그래도 오늘같이 맑은 날에는 태양광 발전이 잘 되겠다 어 맞다 우리 동네에 태양광 패널 설치한 집들 많더라 응 신재생 에너지로 전환하는 게 중요해지고 있잖아 맞아 우리도 나중에 집 지으면 태양광 설치해볼까 좋은 생각이야 환경도 살리고 전기세도 아낄 수 있겠다
188,일반,여보세요 한국에너지공단입니다 무엇을 도와드릴까요? 안녕하세요 가정용 태양광 설치 지원 사업에 대해 문의하려고요 네 올해도 지원 사업을 진행 중입니다 어떤 점이 궁금하신가요? 지원 금액과 신청 방법에 대해 알고 싶어요 지원 금액은 설치 용량에 따라 다르며 온라인으로 신청 가능합니다 자세한 내용은 저희 홈페이지에서 확인하실 수 있어요 알겠습니다 감사합니다 추가 문의사항 있으시면 언제든 연락 주세요
189,일반,저기요 혹시 에너지 절약 제품 코너가 어디 있나요? 네 고객님 2층 오른쪽에 있습니다 감사합니다 혹시 추천해주실 만한 제품이 있나요? LED 전구나 스마트 멀티탭이 인기가 많습니다 아 그렇군요 둘 다 한번 살펴볼게요 네 궁금한 점 있으시면 언제든 문의해주세요 알겠습니다 감사합니다
190,일반,"고기 너무 많이 먹으면 환경에 안 좋다던데. 맞아, 축산업이 온실가스 많이 배출한대. 그래서 요즘 채식하는 사람도 늘고 있어. 나도 가끔 채식 식단 도전해보려고. 좋아! 건강에도 좋고 환경에도 좋지. 응, 부담 없이 주 1~2회라도 하면 효과 있겠지. 맞아, 작은 실천이 중요해."
191,일반,수민아 너 요즘 제로웨이스트 챌린지 한다며? 어 맞아 한 달째 하고 있어 어렵지 않아? 처음엔 힘들었는데 이제 습관이 됐어 대단하다 구체적으로 어떤 걸 실천하고 있어? 장 볼 때 에코백 쓰고 빨대 안 쓰고 샴푸바 써 와 나도 해볼까? 해봐 생각보다 재밌어 다음 주에 같이 제로웨이스트 샵 가볼래?
192,일반,요즘 채식한다면서? 응 건강도 좋아지고 환경에도 도움 된대. 와 대단한데? 고기 없이 어떻게 살아? 처음엔 힘들었는데 이제 괜찮아. 채소로 만든 고기 대체품도 있고. 그래? 맛은 어때? 의외로 맛있어. 영양은 괜찮아? 단백질 보충제랑 견과류로 보충하고 있어. 나도 한번 도전해볼까? 그래 같이 해보자. 건강에도 지구에도 좋을 거야.
193,일반,여보세요? 네 ○○식물원입니다. 안녕하세요. 이번 주말에 방문하려고 하는데요. 특별한 행사 같은 거 있나요? 네 이번 주말에 멸종위기 식물 특별전을 개최합니다. 오 재미있겠네요. 어떤 식물들을 볼 수 있나요? 한란 매화마름 등 우리나라 고유의 멸종위기 식물들을 전시합니다. 직접 보기 힘든 식물들이겠어요. 맞습니다. 보존의 중요성도 함께 알리고 있어요. 의미 있는 전시네요. 관람료는 어떻게 되나요? 성인 8000원 어린이 4000원입니다. 알겠습니다. 꼭 가보도록 하겠습니다. 감사합니다.
194,일반,"텀블러 쓰면 진짜 일회용 컵 줄일 수 있을까? 물론이지! 생각보다 큰 차이 나더라. 난 아직 습관이 안 돼서 가끔 까먹어. 처음엔 그렇지. 근데 계속 쓰다 보면 익숙해질 거야. 그리고 요즘 카페에서도 다회용 컵 사용 장려하잖아. 맞아, 할인도 해주더라. 작은 습관이지만 환경에 도움이 되니까 좋지."
195,일반,최근에 기후 변화 관련 책 읽었는데 흥미로웠어 어떤 내용인데? 기후 변화의 원인과 해결책을 다루고 있었어. 우리가 실천해야 할 작은 행동들이 많이 소개되어 있었지 정말 유익하겠다!
196,일반,"나 어제 다큐멘터리 봤는데, 북극곰이 너무 불쌍하더라. 왜? 얼음이 녹아서 사냥할 곳이 없대. 맞아, 지구 온난화 심각해. 우리도 일회용품 줄이는 것부터 실천해야겠어. 나도 텀블러랑 에코백 챙기려고. 그래, 작은 실천이 모이면 큰 변화가 될 거야."
197,일반,너 물고기 키우는 거 어때? 재밌어 보이던데. 응 나 베타 키우는데 꽤 재밌어. 베타? 그거 싸움고기 아냐? 맞아 화려하고 예뻐. 근데 수컷끼리는 싸워서 따로 키워야 해. 아 그렇구나. 관리하기 어렵진 않아? 그냥 정기적으로 물 갈아주고 먹이 주면 돼. 생각보다 쉽네. 응 초보자한테 좋은 것 같아. 그럼 나도 한번 도전해볼까?
198,일반,오빠 이번 주말에 등산 갈까? 어디로 갈 생각이야? 북한산 어때? 좋지. 거기 화강암 바위 멋있더라. 응 풍화작용으로 만들어진 거래. 와 재밌겠다. 근데 날씨는 어때? 맑대. 단풍도 예쁠 것 같아. 좋다. 꼭 가자. 응 사진 많이 찍어야지.
199,일반,요즘 가뭄이 심각하다던데 맞아 물 절약해야 한대 어떻게 하면 좋을까? 양치할 때 컵 사용하고 샤워 시간 줄이는 것부터 시작하면 어떨까 그래 그리고 빗물 저금통 설치하는 것도 좋대 오 그거 괜찮네 한번 알아봐야겠어
200,일반,여보세요? 네 교수님. 이번 지질 조사 결과 정리됐나요? 네 방금 끝냈습니다. 특이한 점은? 이 지역 단층이 예상보다 깊어요. 지진 위험성은 어때? 크진 않지만 주의가 필요해요. 알겠어. 보고서에 상세히 기록해. 네 알겠습니다. 다음 주 발표 준비도 해놔. 네 준비하겠습니다 교수님.
201,일반,"요즘 전기차 관심 있던데 너도 알아봤어? 응, 근데 충전소가 많지 않아서 고민이야. 그치. 아직은 충전 인프라가 부족하긴 해. 그래도 기름값도 아끼고 친환경이라 좋긴 하잖아. 응. 장기적으로 보면 전기차가 대세가 될 거 같아. 그래서 요즘 보조금 지원도 많더라. 그럼 좀 더 알아보고 결정해야겠다. 응, 한 번 전기차 시승도 해보면 좋을 듯!"
202,일반,과장님 우리 회사 친환경 경영 방침 좀 강화해야 할 것 같아요 어떤 점에서요 최근 환경 규제가 강화되고 있잖아요 우리도 선제적으로 대응해야 할 것 같아요 음 구체적으로 어떤 방안을 제안하고 싶나요 우선 에너지 효율을 높이고 폐기물 관리를 체계화하는 거죠 비용이 많이 들 텐데 장기적으로 보면 비용 절감 효과가 있을 거예요 그리고 기업 이미지도 좋아질 거고요 일리 있네요 구체적인 계획을 세워보세요 네 알겠습니다 최선을 다해 준비하겠습니다
203,일반,요즘 집에서 실내 정원 가꾸는 게 유행이래 진짜? 나도 해볼까 고민 중이야 좋은 것 같아 공기 정화에도 좋고 힐링도 되고 맞아 식물 키우면서 환경에 대해 더 관심 갖게 되더라 그럼 주말에 같이 화분 사러 갈까?
204,일반,언니 요즘 기후 변화 때문에 걱정돼 그러게 날씨가 너무 극단적으로 변하는 것 같아 맞아 우리가 일상에서 할 수 있는 게 뭐가 있을까? 음 일회용품 줄이기나 대중교통 이용하기 같은 거? 그것만으로 충분할까? 작은 실천이 모이면 변화를 만들 수 있을 거야 그래 나도 노력해볼게 함께하면 더 큰 힘이 될 거야
205,일반,너희 집 근처에 공원 생겼다는 소식 들었어? 응! 나도 들었어. 조경이 잘 되어 있어서 산책하기 좋다고 하더라. 진짜? 언제 가볼까? 주말에 같이 가면 좋겠네. 좋아! 바람 쐬면서 걷는 것도 좋겠다. 그리고 벤치에서 쉬기도 하고. 맞아. 자연 속에서 힐링할 수 있을 것 같아서 기대돼.
206,일반,너 저번에 갔던 계곡 물이 엄청 맑다고 했잖아 응 진짜 깨끗했어 어떻게 그렇게 깨끗한 거지 마을 주민들이 계곡 정화 활동을 꾸준히 한대 대단하다 그 덕분에 토종 물고기도 많이 돌아왔대 생태계가 살아나는 거네 맞아 우리도 다음에 놀러 가면 쓰레기 안 버리고 깨끗이 치우고 와야겠다 당연하지 자연을 보호하는 건 우리의 책임이야
207,일반,너네 집 반려식물 잘 크고 있어? 응 근데 물 주는 걸 자꾸 까먹어서 걱정이야 너 자동 물 주는 화분 하나 사보는 거 어때? 오 그런 것도 있어? 응 일정 시간마다 물을 주는 시스템이 있대 괜찮네 나도 한번 찾아봐야겠다 식물 키우는 거 진짜 힐링되더라 맞아 집안 공기도 정화되고 분위기도 좋아져
208,일반,이번에 전기차 산다며? 응 그래 환경도 생각하고 연료비도 아낄 수 있어서. 근데 충전소는 어떻게 할 거야? 아 그거 요즘 많이 늘어나고 있어서 괜찮더라고. 집에다 완속 충전기 설치할까 고민 중이야. 오 그래? 설치비용은 많이 들어? 생각보다 안 비싸더라고. 정부 지원금도 있어서 부담 없어. 아 그렇구나. 나도 다음에 차 바꿀 때 전기차 고려해봐야겠다.
209,일반,너희 집 앞에 있는 나무가 너무 예쁘지 않아? 응! 특히 봄에는 꽃이 만발해서 정말 아름다워. 가끔 그 아래서 책 읽으면 너무 좋겠더라. 맞아! 그늘 아래에서 독서하는 건 정말 힐링이지.
210,일반,너 요즘 바다에서 플라스틱 쓰레기 문제 심각하대 진짜 어떻게 알았어 뉴스에서 봤어 바다거북이 비닐봉지 먹고 죽은 거 봤어 충격적이더라 맞아 나도 그거 봤어 너무 안타까웠지 우리도 일회용품 줄이고 분리수거 잘하는 게 중요할 것 같아 맞아 작은 노력이라도 하면 도움이 될 거야 다음에 해변 청소 봉사활동 한번 같이 갈래 좋아 꼭 가자
211,일반,어제 우리 동네 보호수에 대해 알게 됐어. 아 정말? 어떤 나무야? 우리 동네 중심에 있는 500년 된 느티나무래. 와 대단하다. 500년이나 됐다니. 그래 마을의 역사와 함께한 나무라고 해. 그 나무에 얽힌 이야기가 있을 것 같아. 응 나무 아래에서 마을 회의도 하고 그랬대. 정말 흥미롭다. 다음에 그 나무 보러 가자.
212,일반,여보 우리 집 수돗물에서 이상한 냄새가 나는 것 같아요 정말요 언제부터 그랬어요 어제부터 눈치챘어요 물 끓여 마시는 게 좋겠죠 네 당분간 그렇게 하는 게 좋겠어요 수도사업소에 신고해볼까요 그래요 내일 아침 일찍 연락해보죠 혹시 수질오염일까 걱정되네요 너무 걱정 마세요 금방 해결될 거예요
213,일반,여보 이번에 나온 친환경 세제 써봤는데 좋더라고요 그래요? 세척력은 괜찮아요? 응 생각보다 깨끗하게 잘 닦여 게다가 환경호르몬 걱정 없어서 좋아 그렇군요 가격은 좀 비싸지 않나요? 조금 비싸긴 한데 건강이랑 환경 생각하면 괜찮은 것 같아요 그럼 다음부터 그걸로 바꿔볼까요? 좋아요 애들한테도 좋을 것 같아요
214,일반,너희 집 창문 단열은 어때? 우리 집은 겨울에 너무 추워서. 아 우리 집은 작년에 이중창으로 바꿨어. 효과 좋아? 응 확실히 달라. 난방비도 줄고 실내 온도도 훨씬 따뜻해졌어. 와 그거 좋다. 설치비용은 많이 들었어? 좀 들긴 했지만 장기적으로 보면 이득일 것 같아. 음 나도 고민해봐야겠다. 어느 업체에 맡겼어?
215,일반,"우리 동네 공원에 나무 심기 행사 있다던데, 같이 갈래? 와, 너무 좋은데? 언제야? 이번 주 토요일! 나무 심고 이름표도 달 수 있대. 진짜? 그러면 내가 심은 나무가 잘 자라는지도 볼 수 있겠네. 맞아, 의미도 있고 자연도 보호할 수 있어. 좋아! 같이 가자!"
216,일반,요즘 미세먼지 때문에 환기하기 힘들지 않아? 맞아 나도 그게 고민이야. 그래서 나는 공기청정기를 사용하고 있어. 오 괜찮아? 전기세는 많이 나오지 않아? 생각보다 많이 안 나와. 에너지 효율이 좋은 제품으로 골랐거든. 아 그렇구나. 나도 사야 할 것 같아. 어떤 브랜드 추천해? 나는 ○○ 브랜드 쓰는데 꽤 만족해.
217,일반,이번 여름 전기세 얼마 나왔어? 나는 20만원 넘게 나왔어. 헉 나는 15만원 정도였어. 어떻게 그렇게 적게 나왔어? 나는 에어컨 타이머 자주 써. 그리고 커튼으로 햇빛 차단해. 오 그런 방법이 있었구나. 나도 해봐야겠다. 응 해봐. 생각보다 효과가 좋을 거야.
